A,B,C,D,E,score
0.24954796,0.7509221,0.32964176,0.3859412,0.14966297,72.91786
0.31336838,0.5334831,0.3030461,0.37754756,0.37776577,75.17775
0.59035504,0.76213604,0.21854305,0.84455454,0.6992741,81.476974
0.09900969,0.6109786,0.40279657,0.3339281,0.20837986,70.14581
0.058359683,0.46062607,0.12748122,0.43120235,0.9302353,68.50473
0.66061026,0.2025994,0.354809,0.5454438,0.22929263,76.76011
0.87263024,0.07777822,0.47149903,0.57293123,0.026293278,71.49454
0.95859826,0.1319964,0.33093494,0.4888335,0.18657011,73.20262
0.65999407,0.5333609,0.3230635,0.56207836,0.021223545,78.408264
0.5995809,0.53924066,0.83706754,0.2253564,0.44213247,69.78211
0.43407875,0.26371813,0.73384017,0.5103339,0.20985514,71.06862
0.42176914,0.403677,0.4167565,0.4708153,0.18347788,76.15552
0.24875629,0.46755892,0.16475552,0.40296674,0.79515785,72.48717
0.27938795,0.77087456,0.33245832,0.7860711,0.71734923,75.20761
0.5671365,0.5827584,0.029590964,0.4656459,0.9972825,71.869194
0.89666915,0.40909278,0.43315268,0.94945043,0.10134095,77.63667
0.9580695,0.6357579,0.56621313,0.981246,0.6369394,76.804504
0.5107621,0.5779628,0.8702669,0.849965,0.0198614,70.62784
0.047247052,0.028079748,0.014557004,0.5341197,0.768063,67.75787
0.11420828,0.3760416,0.7852542,0.17566544,0.6828402,66.10244
0.4608184,0.6444363,0.28109825,0.7347572,0.77068305,78.86563
0.6747663,0.67268926,0.18626058,0.49261868,0.84083474,76.12392
0.9554909,0.12793666,0.09080595,0.44868797,0.12448764,72.080246
0.89703697,0.5185098,0.89544195,0.2849037,0.8539082,67.59201
0.28928274,0.0003953576,0.6024028,0.39652443,0.13490635,67.81595
0.106669724,0.19406968,0.7418706,0.1606375,0.06855106,65.717834
0.812081,0.74292195,0.5798658,0.71094877,0.10441196,76.65073
0.5820898,0.65566105,0.7389674,0.9604531,0.72001433,73.42631
0.24032623,0.11571592,0.2266717,0.17773128,0.15973556,68.842865
0.27582675,0.0028047562,0.5791858,0.07176608,0.015580535,65.35779
0.4081176,0.6166254,0.5935628,0.36826044,0.7592678,71.590164
0.73027265,0.5988498,0.49695623,0.3366239,0.6520801,75.237366
0.62299573,0.46826518,0.1241585,0.47186655,0.6208303,79.192024
0.5991382,0.77287966,0.043046772,0.07213044,0.014863074,69.498634
0.33607256,0.60253555,0.4921885,0.40345466,0.9371132,70.64424
0.0023793578,0.9272822,0.094073534,0.73307204,0.21373999,70.70358
0.37595373,0.25778276,0.7507964,0.76355565,0.966289,68.59832
0.72357213,0.7003625,0.7755495,0.87426543,0.76966506,72.81471
0.7580899,0.9709874,0.46035033,0.74515617,0.3123364,78.794624
0.8492745,0.031696856,0.28289706,0.9846765,0.9561822,70.293045
0.8425024,0.7859131,0.23084265,0.46428376,0.96479344,72.95865
0.19337898,0.74038595,0.51251733,0.61761034,0.6310838,72.82036
0.83864576,0.79103494,0.28760338,0.8544939,0.9017716,75.60353
0.66850907,0.5398759,0.13576901,0.07364267,0.11827147,71.831856
0.035119414,0.23038208,0.45699477,0.70072675,0.6418339,70.06647
0.6919318,0.8535707,0.36359543,0.5724025,0.5815681,79.71448
0.68866986,0.29164386,0.82368094,0.25020987,0.8990765,67.18059
0.44059694,0.055604696,0.09762555,0.60325336,0.9888361,69.07054
0.33466715,0.38331854,0.53099096,0.40681654,0.8226017,71.91727
0.796378,0.72692585,0.012474656,0.20755166,0.9197751,70.67778
0.4828397,0.5494911,0.92982453,0.41119397,0.09192014,69.274445
0.60087115,0.69868875,0.71987545,0.8685029,0.5341195,76.026955
0.5438848,0.7421776,0.9964749,0.5414147,0.36147326,69.49458
0.47466666,0.026685894,0.94231737,0.57430965,0.21398216,67.22564
0.16335922,0.22117758,0.690446,0.21777135,0.73375255,66.94292
0.6081384,0.23519027,0.87869483,0.40059423,0.45361024,70.134865
0.305695,0.7917113,0.12787008,0.9622555,0.75023687,74.97188
0.32691848,0.6463512,0.49737602,0.053812742,0.84581214,67.18058
0.2885527,0.29041636,0.6065757,0.3773256,0.16459459,70.31392
0.02990073,0.10146141,0.44894016,0.090575874,0.1983738,65.79977
0.46068275,0.93943155,0.5125581,0.055048645,0.26907343,68.75583
0.79008275,0.07741934,0.07551265,0.19708234,0.35134757,70.83413
0.19568634,0.7069656,0.4473046,0.18469238,0.19487226,69.37807
0.8585778,0.7780137,0.110512435,0.24918306,0.28579253,75.171005
0.13519853,0.20865059,0.25110132,0.83636034,0.27432138,72.626495
0.7293995,0.78148574,0.1224041,0.7701223,0.90344894,76.55589
0.3603387,0.9377459,0.42081535,0.234155,0.21090579,70.947525
0.57937306,0.42070246,0.03847313,0.027058959,0.62520957,69.835175
0.7053537,0.19918537,0.94693536,0.8592133,0.61844987,69.72626
0.9830572,0.73573,0.7808057,0.6738535,0.7331195,71.945175
0.33773822,0.72059005,0.19678432,0.04251218,0.352888,70.298325
0.32630736,0.2799284,0.07653773,0.80726725,0.5421659,76.6443
0.1603145,0.2070871,0.8968905,0.09300566,0.2849269,65.51018
0.69416636,0.38253856,0.4336266,0.68962413,0.10751295,78.83598
0.48965168,0.35590714,0.2129547,0.8595144,0.9244828,75.03127
0.04721582,0.18167472,0.6108609,0.23268402,0.5418945,66.31078
0.67155147,0.5756986,0.8848218,0.786832,0.423653,72.82832
0.7920314,0.23910135,0.9737317,0.36142188,0.6256217,67.546234
0.4468301,0.6020634,0.4247414,0.39423293,0.98414904,70.92554
0.3660226,0.563229,0.54569244,0.8177469,0.1757248,76.45655
0.8484791,0.60376817,0.1614852,0.6844636,0.12238371,83.27022
0.5627667,0.23420554,0.821984,0.81564796,0.22691697,71.16568
0.12118924,0.83067024,0.9562992,0.5656815,0.22413129,67.22225
0.36374772,0.9480728,0.37002707,0.8857147,0.52191937,76.679794
0.95125556,0.33294755,0.84839857,0.5331448,0.5334505,70.59395
0.1674431,0.67918974,0.76550645,0.38282305,0.48592263,68.7011
0.8513983,0.5492229,0.8285447,0.43905264,0.022690594,69.99922
0.5149495,0.82496715,0.9902768,0.4478221,0.72394574,67.82527
0.13691533,0.5612663,0.28755242,0.6774196,0.5591271,74.89003
0.6766044,0.84561664,0.93019015,0.117720604,0.61241627,67.44034
0.82834214,0.00093591213,0.9440691,0.5795829,0.03186959,66.80085
0.70176005,0.314444,0.80730116,0.21063566,0.03360057,68.35507
0.071338594,0.8583075,0.10265499,0.55708086,0.99288446,68.16435
0.008801818,0.4658363,0.4023456,0.06278223,0.6048944,66.423096
0.12641019,0.07759637,0.4236452,0.80587006,0.903571,68.214325
0.10556531,0.21787024,0.97898406,0.74449587,0.23769414,66.22731
0.6493527,0.7059389,0.8952554,0.9533742,0.28016537,72.13183
0.5006117,0.8452468,0.44774657,0.23728728,0.46144694,72.92037
0.68950975,0.4810648,0.16866201,0.7372699,0.5202323,89.64746
0.031514347,0.18911439,0.74079686,0.55235404,0.9208078,66.385376
0.84457594,0.14018238,0.906628,0.96774966,0.5367281,69.12923
0.64823955,0.67387885,0.3873412,0.79508865,0.51547194,86.55806
0.37708127,0.87613875,0.963271,0.60830986,0.9037846,67.139946
0.23250985,0.022432446,0.84582484,0.54519016,0.9507835,65.9048
0.033466935,0.6547699,0.8680835,0.16759694,0.38024747,66.04784
0.8066661,0.8782515,0.7979673,0.78069586,0.5288791,72.806595
0.43264228,0.24846089,0.97069526,0.4540236,0.9557926,66.01975
0.034362793,0.50684977,0.014407814,0.050920963,0.53727263,67.14981
0.40855527,0.7753675,0.4766277,0.44987905,0.9173532,71.31836
0.4515376,0.6624976,0.94711125,0.6384325,0.9143481,68.27596
0.34618568,0.470294,0.7659938,0.4261819,0.9315811,67.92845
0.20643657,0.8978764,0.5176505,0.20210409,0.78373593,67.59857
0.36595953,0.43224365,0.6329145,0.28889513,0.9678219,68.09734
0.9983447,0.06965393,0.20750958,0.59528774,0.61900455,73.01955
0.64601517,0.17523766,0.024375498,0.0043200254,0.652331,68.64105
0.7004789,0.5985297,0.9562343,0.95357317,0.96607846,68.649185
0.85645854,0.16206706,0.763538,0.46862853,0.013270199,69.0192
0.36457783,0.43508786,0.9602679,0.74875987,0.6594605,69.108154
0.94440275,0.4712485,0.8962055,0.7038009,0.7281745,70.703
0.3415364,0.13286078,0.023931146,0.80151045,0.9458151,70.6172
0.42355347,0.1443429,0.48597878,0.14436871,0.011187494,67.91549
0.8581394,0.48664498,0.025350511,0.028403163,0.52570283,70.37479
0.39405096,0.35296583,0.5507662,0.50100493,0.24975908,74.7999
0.70335543,0.22828704,0.3921697,0.5247086,0.69561183,75.65765
0.92941755,0.2653095,0.5342822,0.8709261,0.5435833,76.22121
0.6450801,0.39158052,0.8901905,0.19591999,0.5747363,68.18324
0.16065717,0.08660114,0.38093007,0.71350074,0.7110395,70.62293
0.8919428,0.28336763,0.7818122,0.39645147,0.9590774,67.80267
0.1935631,0.57347125,0.54979235,0.21725094,0.51424617,69.6205
0.28982317,0.5400032,0.19524586,0.48620385,0.14530855,75.30188
0.5002921,0.5617898,0.2596044,0.94167066,0.031950474,79.04237
0.63686335,0.9248617,0.4894052,0.6351925,0.90785414,72.42497
0.6309188,0.78974205,0.1224612,0.62674963,0.6290138,81.548325
0.5742725,0.88929427,0.67051816,0.9069899,0.34220368,75.1669
0.053360164,0.3739336,0.19216335,0.6630478,0.9127252,69.25455
0.26283264,0.14638662,0.96189237,0.8220414,0.80642414,66.72984
0.6621361,0.722101,0.27693558,0.39118356,0.92238736,73.01901
0.6134688,0.0942353,0.98689497,0.43653834,0.9321265,65.807724
0.7337538,0.79572314,0.10685098,0.11019534,0.6682798,71.28019
0.40934956,0.9385968,0.12882042,0.81283337,0.96585745,71.74657
0.598613,0.75999534,0.09087753,0.12644231,0.13194019,71.424675
0.89185005,0.008274913,0.69877154,0.2143935,0.39641196,67.558716
0.47774535,0.1660865,0.47166967,0.8505593,0.28888488,75.458115
0.47982818,0.67233545,0.24094856,0.55760086,0.8717174,75.19021
0.797791,0.4196334,0.34230942,0.92035747,0.14359164,81.4484
0.39105314,0.4774925,0.7340221,0.6901675,0.36198193,73.90738
0.4567622,0.24598557,0.5728817,0.9396875,0.45139837,75.00692
0.0005851388,0.40853256,0.16660357,0.42319942,0.78270525,68.88483
0.73251104,0.91875637,0.99141234,0.15760219,0.89461756,65.95412
0.97488326,0.3213492,0.68585175,0.8691277,0.4107492,74.708145
0.90206254,0.31197244,0.41837168,0.018529594,0.50079554,68.78049
0.8679252,0.27274406,0.46039385,0.09949219,0.8535988,68.15405
0.8751814,0.11984813,0.6138738,0.8016242,0.09147227,72.19681
0.26921272,0.43159157,0.8027753,0.35801983,0.29677647,68.859474
0.574952,0.07276845,0.57361424,0.88605666,0.54062384,73.08092
0.116267204,0.5864737,0.6961114,0.72957116,0.2515533,70.93054
0.3085693,0.8336031,0.41226912,0.20939869,0.9221625,68.6541
0.237499,0.44922423,0.91129774,0.1732145,0.3325879,66.71414
0.23814505,0.3619818,0.34556794,0.8196106,0.09420413,74.67671
0.39187998,0.8776284,0.7904527,0.34354836,0.36902928,70.55408
0.754991,0.5109779,0.48824877,0.12730151,0.8398005,69.676544
0.17027861,0.3640595,0.3640377,0.9905011,0.11145979,72.36427
0.0025803447,0.019084513,0.7212006,0.28545076,0.9874241,65.136284
0.50429493,0.437302,0.38015646,0.6469476,0.15130454,79.82116
0.81301713,0.4949705,0.26394564,0.9618293,0.855146,77.23212
0.6939651,0.4176535,0.7151443,0.07363403,0.5907903,69.15078
0.030016124,0.8584681,0.07693404,0.21008408,0.069178104,67.81006
0.7733006,0.51449215,0.6632257,0.47688437,0.32418472,75.07239
0.38036734,0.80086505,0.62486833,0.17423457,0.96224535,66.8746
0.73306894,0.46745414,0.76512605,0.21253014,0.710518,69.179535
0.43609464,0.28487688,0.59613603,0.46594,0.20446044,72.83289
0.29812747,0.53325915,0.3282284,0.45184296,0.61820954,75.20564
0.9817769,0.006546974,0.3464567,0.22809607,0.59636474,68.67001
0.49809152,0.11618221,0.13861167,0.25030667,0.20100832,71.1006
0.9938424,0.25771052,0.5244472,0.5206386,0.9123399,70.42326
0.11204779,0.10347527,0.15728652,0.7255875,0.01832217,69.07786
0.2041542,0.02868712,0.27512676,0.25564593,0.59898967,67.86286
0.39095932,0.013743401,0.70750445,0.08735418,0.9444235,64.880974
0.028737009,0.88702375,0.120388865,0.19913137,0.9578076,66.089035
0.99800724,0.4908601,0.711813,0.39200366,0.20816702,71.253815
0.80844635,0.3152629,0.99790806,0.65396035,0.06349176,68.609314
0.75682324,0.50915986,0.05793488,0.84704113,0.29276067,87.37237
0.13776064,0.07822347,0.7153821,0.61585695,0.86830825,67.052704
0.905905,0.34738046,0.6728542,0.14078814,0.43312407,69.153915
0.8406124,0.9293011,0.4799776,0.5044516,0.189498,75.41489
0.9204582,0.92840123,0.40471584,0.78594506,0.5622599,78.02763
0.54585695,0.16977918,0.38472933,0.571944,0.686565,74.72725
0.32738578,0.5098761,0.73885584,0.5632467,0.072645605,71.257355
0.30843365,0.3743465,0.41236067,0.7582434,0.04494071,74.399475
0.7128882,0.39223003,0.9077701,0.26566803,0.048538685,67.51776
0.50375247,0.76082385,0.87761337,0.5042907,0.5377046,70.4662
0.24952418,0.19853628,0.3190583,0.71992815,0.86186427,71.52011
0.13942051,0.008936286,0.28405237,0.27805924,0.66158956,67.136795
0.89878637,0.5063785,0.91365254,0.068522334,0.42978948,67.16733
0.655843,0.15124995,0.28614163,0.110519946,0.77956754,68.41558
0.36204255,0.5185512,0.96131486,0.8795049,0.0815686,68.908005
0.8215037,0.02121085,0.16838479,0.41256368,0.25708252,72.76408
0.6047364,0.99406075,0.7422181,0.23850924,0.23893726,69.14518
0.28027356,0.33882993,0.11720902,0.671009,0.7628952,74.067986
0.72058475,0.052634776,0.56683964,0.58750474,0.7832231,71.14614
0.8531432,0.7180011,0.15114611,0.6539508,0.3347634,86.20711
0.6433869,0.067855895,0.27952826,0.04062867,0.9809325,66.43503
0.9053912,0.11840165,0.20319915,0.7899517,0.9066938,71.92531
0.09417558,0.58281124,0.5308048,0.65855765,0.37309247,72.61455
0.80549943,0.30144948,0.17476887,0.313303,0.9892905,70.288956
0.509773,0.5781109,0.41462052,0.53016835,0.69244534,77.88455
0.5992363,0.28437138,0.55588883,0.39927125,0.47272342,73.76217
0.3198536,0.4157452,0.009840012,0.6830039,0.69582343,75.87108
0.19064122,0.3760581,0.58780694,0.23444855,0.4991591,68.81322
0.37772632,0.023510158,0.14268267,0.15373224,0.39502507,68.90929
0.8131594,0.39949864,0.31935233,0.45302564,0.360021,79.13144
0.46871835,0.63322324,0.60879964,0.77432984,0.82785356,74.231346
0.069191515,0.22581768,0.000869751,0.9067314,0.9041076,68.1869
0.5198881,0.050338805,0.86839557,0.06264758,0.7341408,66.40274
0.17140812,0.50728375,0.52772075,0.4733466,0.6065574,71.87065
0.20199955,0.9904444,0.96014285,0.013581455,0.88072306,63.93864
0.54589,0.73309493,0.074875176,0.3107109,0.67560047,75.47174
0.6181282,0.78401726,0.46895707,0.8657119,0.7538245,77.927124
0.7609899,0.8793005,0.8790873,0.85288376,0.49969614,72.02927
0.9906303,0.7488381,0.93405265,0.08429551,0.6991336,66.04022
0.8308378,0.27157235,0.15952128,0.21656948,0.956092,69.37005
0.9460248,0.4118579,0.94347376,0.21727681,0.44160742,67.7841
0.92141795,0.92565143,0.5225529,0.06359577,0.44489986,68.73274
0.56543416,0.8848945,0.025036752,0.26262075,0.59863317,72.64986
0.08407396,0.22697467,0.5230219,0.29909927,0.37801254,68.16304
0.6894736,0.9692547,0.19700766,0.28648013,0.09586972,73.24861
0.34178627,0.41006368,0.63217294,0.8332276,0.9789507,70.81352
0.97029257,0.5947897,0.99099094,0.35914052,0.27973205,68.59857
0.9586692,0.8927921,0.032345235,0.8080032,0.814433,74.53311
0.6264548,0.7638859,0.54263735,0.013320148,0.46227914,69.29991
0.82965434,0.51426286,0.37793648,0.67819375,0.7930722,78.9684
0.36428964,0.054825842,0.10443848,0.4276651,0.7081112,71.487946
0.93844795,0.9012007,0.6304375,0.7516176,0.2601447,75.01996
0.050034642,0.9268792,0.87343115,0.38621283,0.44147223,66.3289
0.7642533,0.9536781,0.18297726,0.58219856,0.060204566,76.427414
0.78076875,0.111543655,0.6482518,0.06006843,0.78167045,66.42825
0.6632823,0.07232326,0.3657897,0.0708431,0.7337987,68.00308
0.08426231,0.23438203,0.48398632,0.10914022,0.507465,66.882355
0.38476986,0.78340805,0.35400784,0.9194476,0.5326637,79.8436
0.22369868,0.6391441,0.7232873,0.63773996,0.07838285,70.468506
0.41572428,0.2718475,0.37387753,0.43358052,0.3179056,74.85528
0.40836114,0.84268546,0.80139977,0.29215187,0.1895119,69.00162
0.286745,0.07479614,0.437711,0.5483646,0.0714165,70.17525
0.9772764,0.35380542,0.2712487,0.6207567,0.8100784,75.51512
0.2693544,0.69437754,0.87498903,0.8145491,0.5268418,70.86148
0.15124613,0.7544677,0.123322904,0.45338464,0.2944162,72.89668
0.9253677,0.69793564,0.66637474,0.91342884,0.118118405,74.542336
0.1151458,0.14965516,0.26378846,0.5568297,0.84923375,69.50964
0.39398134,0.35176545,0.5517287,0.93305933,0.4121151,76.1403
0.746229,0.15747374,0.19100922,0.7020757,0.9773345,71.65639
0.7624732,0.32596403,0.74922353,0.8735584,0.020558596,72.3344
0.994327,0.32866716,0.12398553,0.07756734,0.85025656,68.087975
0.8653711,0.8360694,0.6868139,0.5928795,0.6585594,73.470215
0.24535877,0.30870897,0.5894258,0.8551442,0.2797448,73.32138
0.93654734,0.35525602,0.46259815,0.9794192,0.51426226,78.22013
0.3705725,0.7206206,0.0062217116,0.8997676,0.9007433,73.71938
0.029954076,0.3790598,0.96009254,0.28716034,0.56508565,65.82077
0.8206441,0.91304356,0.40517324,0.71981436,0.040370107,76.54194
0.4663942,0.4698522,0.110274434,0.022234559,0.70317423,69.30281
0.38745975,0.6054546,0.7358714,0.24339664,0.7034278,69.25133
0.62652373,0.14214009,0.20060766,0.9322908,0.97674364,71.91587
0.047830105,0.21361804,0.14283645,0.30585426,0.2207452,68.69165
0.59380627,0.65087676,0.097754836,0.04561138,0.70458317,69.92871
0.9933841,0.37519687,0.13646752,0.38757765,0.5796917,75.05237
0.33403832,0.23640728,0.9142036,0.16643894,0.7758531,65.92423
0.1531626,0.829088,0.49479318,0.1074931,0.41003728,67.87085
0.40182936,0.11023855,0.42544585,0.7487805,0.5924044,73.72795
0.9088974,0.45864844,0.608961,0.6262422,0.7388708,74.51491
0.57614285,0.5221509,0.8097768,0.38625234,0.30470783,71.62085
0.22184193,0.67297894,0.11994833,0.32395524,0.5557097,72.30534
0.5213899,0.062123,0.81212044,0.021869898,0.8595896,65.08864
0.7377313,0.92733663,0.8042723,0.9953388,0.12094301,71.2858
0.071210325,0.68053555,0.69858295,0.5595181,0.6754509,69.18071
0.1411702,0.32473582,0.52420264,0.12978274,0.24035555,67.90074
0.23995733,0.16036367,0.4283318,0.34693456,0.46051604,70.4941
0.971019,0.24895066,0.27537912,0.15615684,0.11477101,69.80968
0.34004045,0.32353806,0.005581081,0.5229811,0.7427954,73.79695
0.43600935,0.3409834,0.7061814,0.27893722,0.83431476,68.37146
0.23348731,0.24368215,0.5973636,0.42564392,0.9800719,67.89188
0.98881084,0.035793245,0.65357894,0.6953256,0.883877,68.33038
0.026119292,0.67904,0.42708176,0.5441297,0.56416714,70.67779
0.99291426,0.5031019,0.8319468,0.99692416,0.35995322,71.63481
0.8506726,0.4078011,0.30594766,0.14644992,0.3027445,72.152245
0.38155138,0.36766,0.4608097,0.2036025,0.22268003,70.531204
0.47976214,0.08058447,0.92259914,0.008608341,0.11798638,65.101036
0.0034549236,0.037018716,0.83618593,0.665619,0.2118817,65.93166
0.44210285,0.5182793,0.5612536,0.20386124,0.901893,68.54854
0.15036958,0.98142475,0.64037097,0.80292773,0.3148948,70.62933
0.4761539,0.9158034,0.33427793,0.20509034,0.8640493,69.24625
0.62845796,0.9405697,0.833276,0.67155993,0.3919168,71.908905
0.4839748,0.80287147,0.8196232,0.71624047,0.62946194,71.838135
0.12203097,0.05013287,0.31567132,0.61330754,0.19268215,70.596985
0.29243237,0.49161243,0.6336511,0.57359576,0.6313545,72.43886
0.8781477,0.47928756,0.96919614,0.40199667,0.7813458,68.317055
0.74876934,0.869012,0.16116941,0.051007092,0.9552075,67.67767
0.82817745,0.93527544,0.94964564,0.0059375167,0.572938,65.75481
0.20304799,0.8129117,0.22419363,0.6596711,0.70038646,74.1918
0.6770768,0.15637541,0.40689367,0.62569475,0.12260491,75.13444
0.29247177,0.5972033,0.7118352,0.41411978,0.7250384,70.019516
0.52815455,0.8942587,0.343592,0.9470936,0.88262504,74.11059
0.49812722,0.8440245,0.5753257,0.3856749,0.33468854,73.76485
0.3361867,0.592207,0.2826559,0.3636765,0.8139315,72.28895
0.85192513,0.18238765,0.67591554,0.0057661533,0.5605082,67.16429
0.68517685,0.9638329,0.6214295,0.016628623,0.123630285,67.66784
0.49896157,0.8059924,0.23586076,0.2758268,0.7707832,72.63832
0.7894367,0.023474693,0.7876674,0.510415,0.7620628,68.52688
0.40805793,0.39624566,0.83420753,0.21608996,0.010763109,67.29404
0.63013977,0.5153742,0.42307562,0.3981349,0.7989382,74.61972
0.0883019,0.13302284,0.60683465,0.67409885,0.5188619,69.48563
0.12123597,0.36844778,0.78397274,0.4828514,0.79024273,67.67357
0.58516014,0.52960527,0.61842906,0.3919971,0.28252786,74.47979
0.8500953,0.04548502,0.9169012,0.29632378,0.65972483,66.20102
0.58592916,0.30922723,0.20431036,0.7976357,0.46850306,83.43356
0.38732344,0.8851697,0.93080616,0.6224191,0.30879378,69.96063
0.59342,0.6635592,0.27573347,0.25313264,0.5544127,75.37923
0.719581,0.09013128,0.7748512,0.7921598,0.5048618,70.85719
0.2930714,0.609761,0.31102198,0.26965523,0.033187926,70.94517
0.6071879,0.709021,0.31299663,0.47495615,0.93313175,73.40252
0.30408525,0.767072,0.5073758,0.7276658,0.1749655,75.28921
0.39354914,0.80213183,0.87550735,0.743637,0.0583809,70.3353
0.488563,0.20357436,0.21678323,0.75817865,0.21569079,78.08994
0.75452393,0.23718286,0.35772675,0.48642516,0.18698096,76.65204
0.66354245,0.89804447,0.94761425,0.13653207,0.29679465,66.6245
0.53531516,0.6142635,0.5856211,0.2982273,0.3965469,73.18302
0.4929374,0.4990896,0.69449145,0.021179855,0.7628595,67.271904
0.83082634,0.96790093,0.3040499,0.397016,0.8314585,72.4982
0.43357384,0.4622407,0.46688735,0.45556432,0.40177256,76.59863
0.36165076,0.101513326,0.005184591,0.69375473,0.4884175,73.58496
0.5726191,0.45567602,0.5138968,0.60324883,0.9482024,72.87381
0.044312596,0.5873126,0.47697043,0.2603867,0.9712989,66.46707
0.70756155,0.44103992,0.92698175,0.07139903,0.69596195,66.70966
0.473045,0.7182802,0.8897762,0.686011,0.594783,70.93163
0.1524632,0.39700216,0.28525996,0.416834,0.10997176,71.16821
0.09859657,0.96163917,0.24875808,0.27746236,0.5897777,69.10603
0.271329,0.5781001,0.6689605,0.9802121,0.009081781,71.57008
0.31354946,0.49185175,0.84482235,0.90600246,0.90897155,68.32505
0.4625038,0.5007118,0.5669121,0.096586704,0.72293967,69.32552
0.03339511,0.062737286,0.5437084,0.30121595,0.8600032,65.77098
0.17320865,0.5251927,0.14513773,0.31871617,0.69331706,70.83449
0.029756188,0.38769078,0.7073443,0.24223483,0.1703698,66.77374
0.8588667,0.6131764,0.0134215355,0.07503557,0.44016284,71.301636
0.57081956,0.48214734,0.8630052,0.06588566,0.34044158,68.036255
0.50794697,0.055742025,0.78248185,0.4783255,0.85842633,67.87171
0.6082719,0.8661537,0.36429685,0.96554065,0.38750762,81.41489
0.17943406,0.11189735,0.6051301,0.16255271,0.47793603,67.34612
0.3194875,0.8640834,0.8927787,0.9039971,0.81527823,67.91069
0.3143803,0.34183234,0.2287001,0.53473973,0.14639056,74.82013
0.754316,0.7714728,0.29245305,0.16456473,0.24221492,73.2025
0.4871419,0.7495783,0.39922208,0.5942721,0.74483526,77.124374
0.049716294,0.42386693,0.67734075,0.18254173,0.46451104,67.04979
0.84025675,0.43807983,0.7774803,0.32710123,0.30174255,70.74464
0.6528755,0.77333665,0.12577152,0.89682585,0.70722693,81.19417
0.60147774,0.054394662,0.040571094,0.7908926,0.31830972,75.31831
0.91675246,0.41029406,0.70731497,0.2397719,0.7090256,69.57793
0.24384344,0.39341795,0.1955033,0.30951852,0.8860854,70.73308
0.586073,0.04118067,0.6404566,0.60551363,0.8650002,68.97385
0.76408494,0.34411836,0.98826295,0.82554775,0.9790875,67.80156
0.3771931,0.6381459,0.51317,0.90401113,0.66994184,76.33538
0.09386504,0.32481676,0.010873675,0.83182776,0.76537246,72.17738
0.985709,0.7569078,0.99271506,0.09863728,0.680429,66.45509
0.57239234,0.8799833,0.9551593,0.41880918,0.027987897,67.8952
0.64728874,0.9362056,0.5452843,0.8320607,0.95980555,72.04026
0.90200067,0.4200318,0.61662525,0.47552454,0.07576287,72.82507
0.8291179,0.51104754,0.63494974,0.5078889,0.5373234,75.662704
0.9747374,0.8898536,0.027134538,0.18116772,0.8141791,69.292694
0.8786923,0.0013558269,0.05220276,0.21955204,0.83952564,68.04993
0.9665798,0.23096192,0.056087673,0.56819206,0.0480904,73.768936
0.48657942,0.8793578,0.7796554,0.8842285,0.35175216,73.36249
0.38661492,0.4079796,0.13924783,0.080658436,0.7193682,69.191635
0.7760313,0.49778038,0.98174053,0.8645684,0.36735272,70.62251
0.0044791102,0.4270022,0.16563898,0.6740629,0.18714792,71.98407
0.43966502,0.8353767,0.3322634,0.8455553,0.4063455,80.89282
0.4767592,0.3240642,0.534877,0.895203,0.89804804,72.99576
0.5267267,0.5218864,0.83543676,0.333557,0.04791689,68.88013
0.8957348,0.15861815,0.15938568,0.5620666,0.9248144,71.29344
0.37958175,0.7442214,0.2214837,0.50920767,0.87550926,73.004326
0.83507186,0.20901161,0.23019814,0.35715562,0.5747758,74.020355
0.6554938,0.5363744,0.21556336,0.20570314,0.6635739,73.1493
0.5711275,0.49913853,0.7704522,0.45225954,0.21389306,72.19101
0.90029585,0.38097125,0.61334646,0.07561058,0.83830386,67.33742
0.2474041,0.5026998,0.11707014,0.6860263,0.99677104,71.20787
0.6482687,0.98936814,0.20902961,0.59237176,0.03204018,75.63632
0.31843233,0.03773886,0.5174145,0.2120102,0.4725054,67.61186
0.9314508,0.043560147,0.23807532,0.5311529,0.2786196,73.341606
0.8552932,0.56234956,0.29275817,0.61101633,0.8473677,77.31776
0.8040716,0.53943306,0.16951877,0.49511266,0.6651937,80.23378
0.8667031,0.31751537,0.08361602,0.75083965,0.5908284,80.31287
0.56374896,0.5682973,0.9396207,0.24005276,0.122704566,67.8535
0.98212683,0.045461655,0.98250824,0.3133362,0.077032685,65.61496
0.5264737,0.9563773,0.2048657,0.75230795,0.9901453,72.10042
0.9656027,0.9637442,0.19314629,0.71875393,0.15817738,77.26061
0.61024916,0.9728186,0.56689984,0.41594553,0.0851329,72.28984
0.3692677,0.49717593,0.620362,0.015294135,0.9498518,66.42673
0.23397177,0.9157182,0.5959901,0.6278312,0.8365916,69.98015
0.56600237,0.38773817,0.26795822,0.84604025,0.627021,82.015625
0.6215884,0.323699,0.32172793,0.8216842,0.23203558,81.97528
0.56816506,0.6173806,0.73321694,0.60412943,0.20930117,74.04773
0.56012046,0.008690596,0.8278022,0.82654196,0.49598455,69.08165
0.15568352,0.37361526,0.51901287,0.17733163,0.84214836,66.831085
0.17421597,0.46135116,0.7324367,0.25225866,0.113400996,67.49173
0.63576305,0.781603,0.16347098,0.02811873,0.575894,70.73764
